num	chr	marker	cm	bp	group	h	K
104	Chr01	01_40631394	81.04	40631394	1	h00103	NA
105	Chr01	01_40878535	81.04	40878535	1	h00104	NA
106	Chr01	01_40902480	81.04	40902480	1	h00105	NA
107	Chr01	01_40905805	81.04	40905805	1	h00106	NA
108	Chr01	01_40913407	81.04	40913407	1	h00107	NA
109	Chr01	01_40927642	81.04	40927642	1	h00108	NA
110	Chr01	01_40973001	81.04	40973001	1	h00109	NA
111	Chr01	01_40981740	81.04	40981740	1	h00110	NA
112	Chr01	01_41050155	81.04	41050155	1	h00111	NA
113	Chr01	01_41247640	81.04	41247640	1	h00112	NA
114	Chr01	01_41490961	81.04	41490961	1	h00113	NA
115	Chr01	01_42314135	81.04	42314135	1	h00114	NA
116	Chr01	01_42543435	81.04	42543435	1	h00115	NA
117	Chr01	01_42896060	81.04	42896060	1	h00116	NA
118	Chr01	01_42919084	81.04	42919084	1	h00117	NA
119	Chr01	01_42930888	81.04	42930888	1	h00118	NA
120	Chr01	01_42933695	81.04	42933695	1	h00119	NA
121	Chr01	01_42952032	81.04	42952032	1	h00120	NA
122	Chr01	01_42964639	81.04	42964639	1	h00121	NA
123	Chr01	01_42965048	81.04	42965048	1	h00122	NA
124	Chr01	01_40235991	81.152	40235991	1	h00123	NA
125	Chr01	01_40382300	81.152	40382300	1	h00124	NA
126	Chr01	01_40636234	81.152	40636234	1	h00125	NA
127	Chr01	01_41055223	81.152	41055223	1	h00126	NA
128	Chr01	01_42552336	81.152	42552336	1	h00127	NA
129	Chr01	01_43920222	82.164	43920222	1	h00128	0.677965291
130	Chr01	01_43919271	82.387	43919271	1	h00129	NA
131	Chr01	01_44012003	82.387	44012003	1	h00130	NA
132	Chr01	01_44108746	82.952	44108746	1	h00131	0.422737305
133	Chr01	01_45587372	85.145	45587372	1	h00132	NA
134	Chr01	01_45703324	85.145	45703324	1	h00133	NA
135	Chr01	01_45706109	85.145	45706109	1	h00134	NA
136	Chr01	01_45991606	85.145	45991606	1	h00135	NA
137	Chr01	01_46025824	85.145	46025824	1	h00136	NA
138	Chr01	01_46031620	85.145	46031620	1	h00137	NA
139	Chr01	01_46035699	85.429	46035699	1	h00138	0.150756601
140	Chr01	01_46281787	86.286	46281787	1	h00139	NA
141	Chr01	01_46400594	86.286	46400594	1	h00140	NA
142	Chr01	01_46660625	86.568	46660625	1	h00141	1.165878292
143	Chr01	01_47063788	86.854	47063788	1	h00142	NA
144	Chr01	01_47417553	86.854	47417553	1	h00143	NA
145	Chr01	01_47431478	86.854	47431478	1	h00144	NA
146	Chr01	01_47445729	86.854	47445729	1	h00145	NA
147	Chr01	01_47448907	86.854	47448907	1	h00146	NA
148	Chr01	01_47456515	86.854	47456515	1	h00147	NA
149	Chr01	01_47457624	86.854	47457624	1	h00148	NA
150	Chr01	01_47500406	86.854	47500406	1	h00149	NA
151	Chr01	01_47677691	87.429	47677691	1	h00150	0.231346908
152	Chr01	01_47902148	88.883	47902148	1	h00151	NA
153	Chr01	01_47904815	88.883	47904815	1	h00152	NA
154	Chr01	01_47923856	88.883	47923856	1	h00153	NA
155	Chr01	01_47938301	88.883	47938301	1	h00154	NA
156	Chr01	01_47952715	88.883	47952715	1	h00155	NA
157	Chr01	01_47972437	88.883	47972437	1	h00156	NA
158	Chr01	01_47982752	88.883	47982752	1	h00157	NA
159	Chr01	01_48185844	89.169	48185844	1	h00158	0.365319517
160	Chr01	01_48197565	89.74	48197565	1	h00159	NA
161	Chr01	01_48214169	89.74	48214169	1	h00160	NA
162	Chr01	01_48241421	89.74	48241421	1	h00161	NA
163	Chr01	01_48254397	89.74	48254397	1	h00162	NA
164	Chr01	01_48263770	89.74	48263770	1	h00163	NA
165	Chr01	01_48265256	89.74	48265256	1	h00164	NA
166	Chr01	01_48309473	89.74	48309473	1	h00165	NA
167	Chr01	01_48354885	89.74	48354885	1	h00166	NA
168	Chr01	01_48389511	89.74	48389511	1	h00167	NA
169	Chr01	01_48412313	90.308	48412313	1	h00168	NA
170	Chr01	01_48430005	90.308	48430005	1	h00169	NA
171	Chr01	01_48453024	90.308	48453024	1	h00170	NA
172	Chr01	01_48503515	90.308	48503515	1	h00171	NA
173	Chr01	01_48507484	90.308	48507484	1	h00172	NA
174	Chr01	01_48509995	90.308	48509995	1	h00173	NA
175	Chr01	01_48541554	90.308	48541554	1	h00174	NA
176	Chr01	01_48542447	90.308	48542447	1	h00175	NA
177	Chr01	01_48562864	90.308	48562864	1	h00176	NA
178	Chr01	01_48579842	90.308	48579842	1	h00177	NA
179	Chr01	01_48593718	90.308	48593718	1	h00178	NA
180	Chr01	01_48613936	90.589	48613936	1	h00179	NA
181	Chr01	01_48619013	90.589	48619013	1	h00180	NA
182	Chr01	01_48627263	90.589	48627263	1	h00181	NA
183	Chr01	01_48781369	93.999	48781369	1	h00182	0.050592673
184	Chr01	01_48813229	94.568	48813229	1	h00183	0.063653175
185	Chr01	01_48853735	95.136	48853735	1	h00184	0.127704556
186	Chr01	01_49013346	96.003	49013346	1	h00185	0.177075811
187	Chr01	01_49211121	97.166	49211121	1	h00186	0.18839123
188	Chr01	01_49451544	98.329	49451544	1	h00187	NA
189	Chr01	01_49500044	98.329	49500044	1	h00188	NA
190	Chr01	01_49561866	99.196	49561866	1	h00189	0.052720441
191	Chr01	01_49571458	99.477	49571458	1	h00190	0.426473866
192	Chr01	01_49754872	99.701	49754872	1	h00191	0.419677756
193	Chr01	01_49868783	105.246	49868783	1	h00192	0.022103001
194	Chr01	01_50021078	111.682	50021078	1	h00193	0.022781937
195	Chr01	01_50033452	112.247	50033452	1	h00194	0.062369027
196	Chr01	01_50091555	112.812	50091555	1	h00195	0.119043438
197	Chr01	01_50207464	113.669	50207464	1	h00196	0.114188448
198	Chr01	01_50287274	114.526	50287274	1	h00197	0.052994199
199	Chr01	01_50290888	114.807	50290888	1	h00198	0.069743861
200	Chr01	01_50510585	116.542	50510585	1	h00199	0.10100432
201	Chr01	01_50706277	119.138	50706277	1	h00200	NA
202	Chr01	01_50709483	119.138	50709483	1	h00201	NA
203	Chr01	01_50713020	119.138	50713020	1	h00202	NA
204	Chr01	01_50746150	119.138	50746150	1	h00203	NA
205	Chr01	01_50808079	119.419	50808079	1	h00204	0.172715095
206	Chr01	01_51100803	121.76	51100803	1	h00205	0.086067244
207	Chr01	01_51114083	122.042	51114083	1	h00206	NA
208	Chr01	01_51234168	122.042	51234168	1	h00207	NA
209	Chr01	01_51320677	122.614	51320677	1	h00208	0.167252678
210	Chr01	01_51424772	123.182	51424772	1	h00209	0.128666606
211	Chr01	01_51509431	124.325	51509431	1	h00210	0.054756298
212	Chr01	01_51519462	124.608	51519462	1	h00211	NA
213	Chr01	01_51635456	124.608	51635456	1	h00212	NA
214	Chr01	01_51637298	124.608	51637298	1	h00213	NA
215	Chr01	01_51703993	124.608	51703993	1	h00214	NA
216	Chr01	01_51728144	124.608	51728144	1	h00215	NA
217	Chr01	01_51838674	124.608	51838674	1	h00216	NA
218	Chr01	01_51844098	124.608	51844098	1	h00217	NA
219	Chr01	01_51892078	124.892	51892078	1	h00218	NA
220	Chr01	01_51893075	124.892	51893075	1	h00219	NA
221	Chr01	01_51904404	124.892	51904404	1	h00220	NA
222	Chr01	01_51913238	124.892	51913238	1	h00221	NA
223	Chr01	01_51932059	124.892	51932059	1	h00222	NA
224	Chr01	01_51936147	124.892	51936147	1	h00223	NA
225	Chr01	01_51967432	124.892	51967432	1	h00224	NA
226	Chr01	01_51980403	124.892	51980403	1	h00225	NA
227	Chr01	01_51985163	124.892	51985163	1	h00226	NA
228	Chr01	01_52035092	124.892	52035092	1	h00227	NA
229	Chr01	01_52202383	126.048	52202383	1	h00228	0.221324011
230	Chr01	01_52286400	126.33	52286400	1	h00229	NA
231	Chr01	01_52300754	126.33	52300754	1	h00230	NA
232	Chr01	01_52306999	126.33	52306999	1	h00231	NA
233	Chr01	01_52345862	126.33	52345862	1	h00232	NA
234	Chr01	01_52314468	126.442	52314468	1	h00233	0.214603806
235	Chr01	01_52373434	126.838	52373434	1	h00234	NA
236	Chr01	01_52377857	126.838	52377857	1	h00235	NA
237	Chr01	01_52389268	126.838	52389268	1	h00236	NA
238	Chr01	01_52395557	126.838	52395557	1	h00237	NA
239	Chr01	01_52527710	128.142	52527710	1	h00238	0.184039654
240	Chr01	01_52603196	128.425	52603196	1	h00239	NA
241	Chr01	01_52655342	128.425	52655342	1	h00240	NA
242	Chr01	01_52750257	128.707	52750257	1	h00241	0.360559096
243	Chr01	01_52664120	128.931	52664120	1	h00242	0.343450563
244	Chr01	01_52817417	129.438	52817417	1	h00243	0.170677837
245	Chr01	01_52839605	130.007	52839605	1	h00244	NA
246	Chr01	01_52848616	130.007	52848616	1	h00245	NA
247	Chr01	01_52863863	131.082	52863863	1	h00246	0.091839043
248	Chr01	01_52978611	131.759	52978611	1	h00247	0.120617973
249	Chr01	01_53006877	132.153	53006877	1	h00248	0.094452837
250	Chr01	01_53053157	132.548	53053157	1	h00249	0.078616102
251	Chr01	01_53080403	133.228	53080403	1	h00250	0.105002311
252	Chr01	01_53889303	137.988	53889303	1	h00251	0.11779573
253	Chr01	01_53948589	138.891	53948589	1	h00252	0.190729802
254	Chr01	01_54109018	139.399	54109018	1	h00253	NA
255	Chr01	01_54134096	139.399	54134096	1	h00254	NA
256	Chr01	01_54169376	139.683	54169376	1	h00255	0.252482234
257	Chr02	02_986594	0	986594	2	h00256	NA
258	Chr02	02_994283	0	994283	2	h00257	NA
259	Chr02	02_331980	10.025	331980	2	h00258	NA
260	Chr02	02_396232	10.025	396232	2	h00259	NA
261	Chr02	02_618636	11.106	618636	2	h00260	0.16204553
262	Chr02	02_900787	13.49	900787	2	h00261	0.130789928
263	Chr02	02_1129522	15.087	1129522	2	h00262	0.141999518
264	Chr02	02_2213178	22.785	2213178	2	h00263	0.115410218
265	Chr02	02_2233259	23.008	2233259	2	h00264	0.104243584
266	Chr02	02_2926831	28.864	2926831	2	h00265	0.160346874
267	Chr02	02_3029577	29.372	3029577	2	h00266	NA
268	Chr02	02_3039828	29.372	3039828	2	h00267	NA
269	Chr02	02_3055846	29.372	3055846	2	h00268	NA
270	Chr02	02_3125450	29.767	3125450	2	h00269	0.150732313
271	Chr02	02_3189078	30.275	3189078	2	h00270	0.100367056
272	Chr02	02_3197532	30.387	3197532	2	h00271	0.114766292
273	Chr02	02_3826674	34.471	3826674	2	h00272	0.258600395
274	Chr02	02_4034396	35.043	4034396	2	h00273	0.259349823
275	Chr02	02_4078572	35.327	4078572	2	h00274	0.142943259
276	Chr02	02_4190271	36.184	4190271	2	h00275	0.068127188
277	Chr02	02_4195342	37.041	4195342	2	h00276	NA
278	Chr02	02_4246059	37.041	4246059	2	h00277	NA
279	Chr02	02_4259213	37.041	4259213	2	h00278	NA
280	Chr02	02_4314957	37.041	4314957	2	h00279	NA
281	Chr02	02_4324582	37.324	4324582	2	h00280	NA
282	Chr02	02_4358763	37.324	4358763	2	h00281	NA
283	Chr02	02_4482092	37.606	4482092	2	h00282	NA
284	Chr02	02_4499334	37.606	4499334	2	h00283	NA
285	Chr02	02_4561357	37.606	4561357	2	h00284	NA
286	Chr02	02_4588153	37.606	4588153	2	h00285	NA
287	Chr02	02_4607636	37.606	4607636	2	h00286	NA
288	Chr02	02_4611024	37.889	4611024	2	h00287	NA
289	Chr02	02_4616118	37.889	4616118	2	h00288	NA
290	Chr02	02_4623142	38.181	4623142	2	h00289	NA
291	Chr02	02_4683611	38.181	4683611	2	h00290	NA
292	Chr02	02_4709511	38.181	4709511	2	h00291	NA
293	Chr02	02_4777826	38.181	4777826	2	h00292	NA
294	Chr02	02_4855777	39.372	4855777	2	h00293	0.062862345
295	Chr02	02_4890013	39.94	4890013	2	h00294	NA
296	Chr02	02_4978264	39.94	4978264	2	h00295	NA
297	Chr02	02_5032799	39.94	5032799	2	h00296	NA
298	Chr02	02_5178339	40.508	5178339	2	h00297	NA
299	Chr02	02_5218318	40.508	5218318	2	h00298	NA
300	Chr02	02_5318757	40.791	5318757	2	h00299	0.216520965
301	Chr02	02_5363137	41.359	5363137	2	h00300	NA
302	Chr02	02_5450550	41.359	5450550	2	h00301	NA
303	Chr02	02_5457442	41.359	5457442	2	h00302	NA
304	Chr02	02_5531364	41.642	5531364	2	h00303	0.278309914
305	Chr02	02_5614670	41.924	5614670	2	h00304	0.205233843
306	Chr02	02_5680022	42.492	5680022	2	h00305	0.142429229
307	Chr02	02_5728076	42.775	5728076	2	h00306	NA
308	Chr02	02_5749238	42.775	5749238	2	h00307	NA
309	Chr02	02_5900136	43.057	5900136	2	h00308	0.300391195
310	Chr02	02_5918790	43.341	5918790	2	h00309	NA
311	Chr02	02_5942176	43.341	5942176	2	h00310	NA
312	Chr02	02_5966946	43.341	5966946	2	h00311	NA
313	Chr02	02_5981387	43.341	5981387	2	h00312	NA
314	Chr02	02_5993032	43.341	5993032	2	h00313	NA
315	Chr02	02_6121830	43.625	6121830	2	h00314	NA
316	Chr02	02_6288764	43.625	6288764	2	h00315	NA
317	Chr02	02_6293900	43.625	6293900	2	h00316	NA
318	Chr02	02_6468234	43.737	6468234	2	h00317	NA
319	Chr02	02_6508579	43.737	6508579	2	h00318	NA
320	Chr02	02_6565935	44.02	6565935	2	h00319	NA
321	Chr02	02_6607013	44.02	6607013	2	h00320	NA
322	Chr02	02_6671927	44.302	6671927	2	h00321	0.170126629
323	Chr02	02_7179752	48.916	7179752	2	h00322	0.251747544
324	Chr02	02_10044340	56.197	10044340	2	h00323	0.270354426
325	Chr02	02_10674532	60.476	10674532	2	h00324	NA
326	Chr02	02_10738147	60.476	10738147	2	h00325	NA
327	Chr02	02_10784633	60.476	10784633	2	h00326	NA
328	Chr02	02_10851311	60.758	10851311	2	h00327	NA
329	Chr02	02_10954311	60.758	10954311	2	h00328	NA
330	Chr02	02_10960719	60.758	10960719	2	h00329	NA
331	Chr02	02_10967211	60.758	10967211	2	h00330	NA
332	Chr02	02_11113543	60.758	11113543	2	h00331	NA
333	Chr02	02_11198610	60.758	11198610	2	h00332	NA
334	Chr02	02_11223515	60.758	11223515	2	h00333	NA
335	Chr02	02_11930823	62.503	11930823	2	h00334	0.382636702
336	Chr02	02_13051674	65.617	13051674	2	h00335	0.400495952
337	Chr02	02_13756035	67.214	13756035	2	h00336	0.297987567
338	Chr02	02_13844031	67.782	13844031	2	h00337	0.125401268
339	Chr02	02_13954293	68.932	13954293	2	h00338	NA
340	Chr02	02_13963437	68.932	13963437	2	h00339	NA
341	Chr02	02_13979667	68.932	13979667	2	h00340	NA
342	Chr02	02_14336516	74.564	14336516	2	h00341	0.075188299
343	Chr02	02_14553707	77.06	14553707	2	h00342	0.117931477
344	Chr02	02_14612204	77.453	14612204	2	h00343	0.315905934
345	Chr02	02_14748400	77.735	14748400	2	h00344	0.274806771
346	Chr02	02_15052786	82.302	15052786	2	h00345	0.072853905
347	Chr02	02_14790627	85.618	14790627	2	h00346	0.04008853
348	Chr02	02_14794315	88.916	14794315	2	h00347	0.038149233
349	Chr02	02_14773039	89.199	14773039	2	h00348	NA
350	Chr02	02_14785869	89.199	14785869	2	h00349	NA
351	Chr02	02_14996462	90.933	14996462	2	h00350	0.088917012
352	Chr02	02_15271225	95.806	15271225	2	h00351	0.088210809
353	Chr02	02_15896737	101.017	15896737	2	h00352	NA
354	Chr02	02_15911346	101.017	15911346	2	h00353	NA
355	Chr02	02_29465520	109.337	29465520	2	h00354	1.825625155
356	Chr02	02_29012560	109.561	29012560	2	h00355	NA
357	Chr02	02_29314968	109.561	29314968	2	h00356	NA
358	Chr02	02_29320387	109.561	29320387	2	h00357	NA
359	Chr02	02_29360517	109.561	29360517	2	h00358	NA
360	Chr02	02_29829924	109.561	29829924	2	h00359	NA
361	Chr02	02_27778989	109.845	27778989	2	h00360	NA
362	Chr02	02_27834572	109.845	27834572	2	h00361	NA
363	Chr02	02_27860677	109.845	27860677	2	h00362	NA
364	Chr02	02_26926492	110.351	26926492	2	h00363	1.66364397
365	Chr02	02_16307202	117.521	16307202	2	h00364	NA
366	Chr02	02_16365465	117.521	16365465	2	h00365	NA
367	Chr02	02_16471341	117.521	16471341	2	h00366	NA
368	Chr02	02_16478774	117.521	16478774	2	h00367	NA
369	Chr02	02_16580442	117.521	16580442	2	h00368	NA
370	Chr02	02_16584271	117.521	16584271	2	h00369	NA
371	Chr02	02_16594918	117.521	16594918	2	h00370	NA
372	Chr02	02_16871994	117.521	16871994	2	h00371	NA
373	Chr02	02_16910611	117.521	16910611	2	h00372	NA
374	Chr02	02_17877594	117.521	17877594	2	h00373	NA
375	Chr02	02_18535211	117.521	18535211	2	h00374	NA
376	Chr02	02_18723255	117.521	18723255	2	h00375	NA
377	Chr02	02_18976028	117.521	18976028	2	h00376	NA
378	Chr02	02_19739301	117.521	19739301	2	h00377	NA
379	Chr02	02_20646749	117.521	20646749	2	h00378	NA
380	Chr02	02_20703434	117.521	20703434	2	h00379	NA
381	Chr02	02_20832888	117.521	20832888	2	h00380	NA
382	Chr02	02_21108318	117.521	21108318	2	h00381	NA
383	Chr02	02_22238586	117.521	22238586	2	h00382	NA
384	Chr02	02_24437871	117.521	24437871	2	h00383	NA
385	Chr02	02_24914598	117.521	24914598	2	h00384	NA
386	Chr02	02_25091426	117.521	25091426	2	h00385	NA
387	Chr02	02_25591944	117.521	25591944	2	h00386	NA
388	Chr02	02_26372649	122.538	26372649	2	h00387	42.4017256
389	Chr02	02_16892091	122.65	16892091	2	h00388	NA
390	Chr02	02_17392219	122.65	17392219	2	h00389	NA
391	Chr02	02_17532713	122.65	17532713	2	h00390	NA
392	Chr02	02_17827009	122.65	17827009	2	h00391	NA
393	Chr02	02_18145612	122.65	18145612	2	h00392	NA
394	Chr02	02_25873111	122.65	25873111	2	h00393	NA
395	Chr02	02_26024368	122.65	26024368	2	h00394	NA
396	Chr02	02_26157275	122.65	26157275	2	h00395	NA
397	Chr02	02_26240787	122.65	26240787	2	h00396	NA
398	Chr02	02_26637887	122.65	26637887	2	h00397	NA
399	Chr02	02_15563009	125.851	15563009	2	h00398	NA
400	Chr02	02_15596076	125.851	15596076	2	h00399	NA
401	Chr02	02_15687281	126.419	15687281	2	h00400	2.074025066
402	Chr02	02_26808357	129.208	26808357	2	h00401	NA
403	Chr02	02_26896015	129.208	26896015	2	h00402	NA
404	Chr02	02_26907988	129.208	26907988	2	h00403	NA
405	Chr02	02_26912019	129.208	26912019	2	h00404	NA
406	Chr02	02_32915936	130.765	32915936	2	h00405	NA
407	Chr02	02_32922347	130.765	32922347	2	h00406	NA
408	Chr02	02_32984729	130.765	32984729	2	h00407	NA
409	Chr02	02_33097926	130.765	33097926	2	h00408	NA
410	Chr02	02_33111775	130.765	33111775	2	h00409	NA
411	Chr02	02_33120938	130.765	33120938	2	h00410	NA
412	Chr02	02_33131317	130.765	33131317	2	h00411	NA
413	Chr02	02_33442568	130.765	33442568	2	h00412	NA
414	Chr02	02_33783693	130.765	33783693	2	h00413	NA
415	Chr02	02_33787937	130.765	33787937	2	h00414	NA
416	Chr02	02_33937153	130.765	33937153	2	h00415	NA
417	Chr02	02_34209603	130.765	34209603	2	h00416	NA
418	Chr02	02_35540915	130.765	35540915	2	h00417	NA
419	Chr02	02_35680906	130.765	35680906	2	h00418	NA
420	Chr02	02_35744160	130.765	35744160	2	h00419	NA
421	Chr02	02_36145162	130.765	36145162	2	h00420	NA
422	Chr02	02_36234815	130.765	36234815	2	h00421	NA
423	Chr02	02_36361197	131.049	36361197	2	h00422	NA
424	Chr02	02_36413238	131.049	36413238	2	h00423	NA
425	Chr02	02_36490162	131.333	36490162	2	h00424	NA
426	Chr02	02_36566003	131.333	36566003	2	h00425	NA
427	Chr02	02_36650717	131.333	36650717	2	h00426	NA
428	Chr02	02_37009046	131.901	37009046	2	h00427	0.332780281
429	Chr02	02_37018866	132.184	37018866	2	h00428	NA
430	Chr02	02_37189547	132.184	37189547	2	h00429	NA
431	Chr02	02_37471327	132.184	37471327	2	h00430	NA
432	Chr02	02_38034238	132.465	38034238	2	h00431	1.933672598
433	Chr02	02_38558051	132.746	38558051	2	h00432	NA
434	Chr02	02_38563965	132.746	38563965	2	h00433	NA
435	Chr02	02_38653972	132.746	38653972	2	h00434	NA
436	Chr02	02_38667455	132.746	38667455	2	h00435	NA
437	Chr02	02_38670185	132.746	38670185	2	h00436	NA
438	Chr02	02_38683300	132.746	38683300	2	h00437	NA
439	Chr02	02_38758984	133.027	38758984	2	h00438	0.265224199
440	Chr02	02_38832356	133.308	38832356	2	h00439	0.199378374
441	Chr02	02_38793815	133.588	38793815	2	h00440	NA
442	Chr02	02_38809586	133.588	38809586	2	h00441	NA
443	Chr02	02_38860544	133.588	38860544	2	h00442	NA
444	Chr02	02_38865037	133.588	38865037	2	h00443	NA
445	Chr02	02_39004007	135.585	39004007	2	h00444	0.046680082
446	Chr02	02_39013444	135.982	39013444	2	h00445	NA
447	Chr02	02_39050916	135.982	39050916	2	h00446	NA
448	Chr02	02_39056032	135.982	39056032	2	h00447	NA
449	Chr02	02_39073203	136.268	39073203	2	h00448	NA
450	Chr02	02_39080951	136.268	39080951	2	h00449	NA
451	Chr02	02_39160018	136.551	39160018	2	h00450	0.18013996
452	Chr02	02_39183072	136.836	39183072	2	h00451	0.079765544
453	Chr02	02_39205563	137.122	39205563	2	h00452	0.092982707
454	Chr02	02_39297541	137.979	39297541	2	h00453	NA
455	Chr02	02_39308851	137.979	39308851	2	h00454	NA
