num	chr	marker	cm	bp	group	h	K
39	Chr01	01_3805669	61.703	3805669	1	h00435	0.206536865
40	Chr01	01_3743636	62.859	3743636	1	h00434	0.088988419
41	Chr01	01_4676372	70.362	4676372	1	h00435	0.062195199
42	Chr01	01_4676575	73.057	4676575	1	h00435	0.026882084
43	Chr01	01_4781483	75.011	4781483	1	h00642	0.120820383
44	Chr01	01_5270158	77.611	5270158	1	h00642	0.226040318
45	Chr01	01_5510251	78.52	5510251	1	h00642	0.207868245
46	Chr01	01_5689603	79.703	5689603	1	h00642	0.378570374
47	Chr01	01_6580342	81.174	6580342	1	h00682	0.349777191
48	Chr01	01_6698903	82.435	6698903	1	h00682	0.228712012
49	Chr01	01_7338855	84.196	7338855	1	h00689	0.404115471
50	Chr01	01_7916687	85.495	7916687	1	h00711	0.536690508
51	Chr01	01_8525126	86.463	8525126	1	h00711	0.538155894
52	Chr01	01_7947069	87.754	7947069	1	h00711	0.630518237
53	Chr01	01_8504164	88.439	8504164	1	h00711	0.420360546
54	Chr01	01_8520987	89.052	8520987	1	h00711	0.302935997
55	Chr01	01_7408091	90.976	7408091	1	h00706	6.312639977
56	Chr01	01_20322316	92.048	20322316	1	h00909	7.436170796
57	Chr01	01_18361426	92.742	18361426	1	h00908	6.079883903
58	Chr01	01_9325845	93.71	9325845	1	h00799	10.49326435
59	Chr01	01_16526936	94.328	16526936	1	h00908	11.80866239
60	Chr01	01_20571131	94.666	20571131	1	h00909	7.526447419
61	Chr01	01_18381866	95.375	18381866	1	h00908	2.106838692
62	Chr01	01_17620787	96.051	17620787	1	h00908	0.78947692
63	Chr01	01_17043541	97.325	17043541	1	h00908	1.634550336
64	Chr01	01_19572312	98.223	19572312	1	h00908	2.470216297
65	Chr01	01_18236046	98.852	18236046	1	h00908	1.957649901
66	Chr01	01_18789425	99.161	18789425	1	h00908	1.107352028
67	Chr01	01_18382121	100.122	18382121	1	h00908	8.645032027
68	Chr01	01_24234703	100.469	24234703	1	h00963	12.1101635
69	Chr01	01_19050065	101.174	19050065	1	h00908	7.417960331
70	Chr01	01_16453872	101.521	16453872	1	h00908	6.050560794
71	Chr01	01_13455948	102.17	13455948	1	h00799	2.433221603
72	Chr01	01_14788064	107.56	14788064	1	h00799	0.123585464
73	Chr01	01_14788119	109.751	14788119	1	h00799	0.000401977
74	Chr01	01_14785217	113.477	14785217	1	h00799	0.251105294
75	Chr01	01_14219602	114.605	14219602	1	h00799	0.260267776
76	Chr01	01_14201568	115.549	14201568	1	h00799	0.199708519
77	Chr01	01_14529398	116.411	14529398	1	h00799	0.519648529
78	Chr01	01_15385418	117.71	15385418	1	h00908	0.329537211
79	Chr01	01_15385315	118.847	15385315	1	h00908	0.399641833
80	Chr01	01_14785121	119.598	14785121	1	h00799	0.401886121
81	Chr01	01_14788418	120.318	14788418	1	h00799	1.199040941
82	Chr01	01_23163284	123.817	23163284	1	h00963	18.13882976
83	Chr01	01_11710439	124.155	11710439	1	h00799	24.67209339
84	Chr01	01_22022279	124.822	22022279	1	h00963	8.546801479
85	Chr01	01_20813435	125.562	20813435	1	h00909	6.371121117
86	Chr01	01_9393723	126.59	9393723	1	h00799	7.229766655
87	Chr01	01_10502859	126.921	10502859	1	h00799	2.591432774
88	Chr01	01_9280914	127.588	9280914	1	h00799	15.13806377
89	Chr01	01_26205169	128.183	26205169	1	h01015	15.59371899
90	Chr01	01_25308106	128.51	25308106	1	h00980	1.959661759
91	Chr01	01_26424141	129.459	26424141	1	h01015	0.825589778
92	Chr01	01_25996965	130.358	25996965	1	h01015	9.505176201
93	Chr01	01_19565256	130.705	19565256	1	h00908	12.90748736
94	Chr01	01_26612093	131.673	26612093	1	h01016	3.73096714
95	Chr01	01_26772744	132.555	26772744	1	h01016	0.1800323
96	Chr01	01_26983402	133.739	26983402	1	h01016	0.23301916
97	Chr01	01_27245301	134.648	27245301	1	h01016	2.161373822
98	Chr01	01_30210754	135.383	30210754	1	h01124	2.321312883
99	Chr01	01_29772997	136.103	29772997	1	h01064	1.164952319
100	Chr01	01_29225430	136.421	29225430	1	h01064	5.419230459
101	Chr01	01_32461806	136.776	32461806	1	h01167	5.563367799
102	Chr01	01_31804476	137.103	31804476	1	h01125	2.539354583
103	Chr01	01_29773112	137.765	29773112	1	h01064	2.039979392
104	Chr01	01_29039823	138.49	29039823	1	h01064	1.32156152
105	Chr01	01_30839577	139.593	30839577	1	h01124	2.156959772
106	Chr01	01_28176123	140.586	28176123	1	h01059	13.27771027
107	Chr01	01_35552939	140.895	35552939	1	h01259	12.44362713
108	Chr01	01_36321599	141.653	36321599	1	h01259	0.591367955
109	Chr01	01_36559090	143.061	36559090	1	h01259	0.489806167
110	Chr01	01_35657325	144.173	35657325	1	h01259	2.235484924
111	Chr01	01_34562976	144.472	34562976	1	h01168	2.750100854
112	Chr01	01_33383426	145.113	33383426	1	h01168	1.097857115
113	Chr01	01_33600307	145.723	33600307	1	h01168	1.501999768
114	Chr01	01_37872268	147.336	37872268	1	h01263	1.741728456
115	Chr01	01_37248523	148.083	37248523	1	h01263	4.002611748
116	Chr01	01_39750931	148.432	39750931	1	h01333	3.834123286
117	Chr01	01_40074646	149.082	40074646	1	h01368	0.45546461
118	Chr01	01_39476345	150.531	39476345	1	h01333	0.338916356
119	Chr01	01_39202146	151.566	39202146	1	h01332	0.725924029
120	Chr01	01_38053206	152.534	38053206	1	h01316	0.8209394
121	Chr01	01_37403072	153.963	37403072	1	h01263	0.665672191
122	Chr01	01_38446849	155.154	38446849	1	h01316	0.438220097
123	Chr01	01_38446832	155.474	38446832	1	h01316	1.848137991
124	Chr01	01_39740510	155.824	39740510	1	h01333	2.365095636
125	Chr01	01_38103738	157.407	38103738	1	h01316	0.884449323
126	Chr01	01_39178206	158.869	39178206	1	h01332	0.916371012
127	Chr01	01_40146476	159.751	40146476	1	h01368	1.894794972
128	Chr01	01_42536775	160.639	42536775	1	h01446	1.356353362
129	Chr01	01_42530622	160.933	42530622	1	h01446	0.255600685
130	Chr01	01_43159642	162.216	43159642	1	h01473	0.470061057
131	Chr01	01_42502862	163.676	42502862	1	h01445	0.422326361
132	Chr01	01_42804097	164.439	42804097	1	h01459	1.03668055
133	Chr01	01_43938802	165.115	43938802	1	h01512	1.032205789
134	Chr01	01_43481951	166.299	43481951	1	h01473	0.579884074
135	Chr01	01_45467815	168.865	45467815	1	h01563	0.674084026
136	Chr01	01_46793767	171.174	46793767	1	h01627	0.391628931
137	Chr01	01_48128049	177.558	48128049	1	h01783	0.104505278
138	Chr01	01_48128053	178.175	48128053	1	h01783	0.326521703
139	Chr01	01_48552527	178.825	48552527	1	h01783	0.364448144
140	Chr01	01_49025586	185.061	49025586	1	h01902	0.080944812
141	Chr01	01_49261567	187.804	49261567	1	h01911	0.061579026
142	Chr01	01_49196779	189.549	49196779	1	h01903	0.078610379
143	Chr01	01_49387967	191.141	49387967	1	h01954	0.161457238
144	Chr01	01_49648187	192.424	49648187	1	h01993	0.109896303
145	Chr01	01_49837822	203.598	49837822	1	h02006	0.038771412
146	Chr01	01_50096221	207.864	50096221	1	h02035	0.041193298
147	Chr01	01_50176347	211.537	50176347	1	h02040	0.011012613
148	Chr01	01_50176680	213.12	50176680	1	h02040	0.058629342
149	Chr01	01_50658685	217.238	50658685	1	h02146	0.086966325
150	Chr01	01_50575577	218.699	50575577	1	h02109	0.096467163
151	Chr01	01_50956517	221.499	50956517	1	h02199	0.094445088
152	Chr01	01_51040163	223.082	51040163	1	h02199	0.05689133
153	Chr01	01_51267966	226.82	51267966	1	h02239	0.116807539
154	Chr01	01_51578604	228.619	51578604	1	h02283	0.121360216
155	Chr01	01_51640106	229.497	51640106	1	h02283	0.043097658
156	Chr01	01_51600690	231.938	51600690	1	h02283	0.017309211
157	Chr01	01_51662346	235.276	51662346	1	h02283	0.02576349
158	Chr01	01_51764985	238.381	51764985	1	h02292	0.041803818
159	Chr01	01_51709631	239.476	51709631	1	h02283	0.057973553
160	Chr01	01_51814460	241.079	51814460	1	h02315	0.059038462
161	Chr01	01_51945426	243.565	51945426	1	h02315	0.13011595
162	Chr01	01_52245544	245.011	52245544	1	h02357	0.188554459
163	Chr01	01_51990189	246.517	51990189	1	h02315	0.221725895
164	Chr01	01_52146856	247.089	52146856	1	h02335	0.180257237
165	Chr01	01_52174748	247.411	52174748	1	h02335	0.149618824
166	Chr01	01_52460292	248.754	52460292	1	h02375	0.152317865
167	Chr01	01_52402780	249.379	52402780	1	h02375	0.235896676
168	Chr01	01_52996367	250.942	52996367	1	h02477	0.204536709
169	Chr01	01_52952506	252.439	52952506	1	h02477	0.033939277
170	Chr01	01_52964427	252.748	52964427	1	h02477	0.121623937
171	Chr01	01_53284324	254.311	53284324	1	h02478	0.159265446
172	Chr01	01_53218170	254.892	53218170	1	h02478	0.167746387
173	Chr01	01_53071229	255.555	53071229	1	h02477	0.221075045
174	Chr01	01_53211700	256.192	53211700	1	h02478	0.163185716
175	Chr01	01_53302415	257.049	53302415	1	h02497	0.15256657
176	Chr01	01_53841471	259.754	53841471	1	h02569	0.207736474
177	Chr01	01_53913679	260.088	53913679	1	h02569	0.175342741
178	Chr01	01_54560460	264.897	54560460	1	h02607	0.179748073
179	Chr01	01_55251442	267.968	55251442	1	h02694	0.126526054
180	Chr01	01_55235117	268.55	55235117	1	h02694	0.015271944
181	Chr01	01_55230498	270.402	55230498	1	h02694	0.099614778
182	Chr01	01_54799844	272.591	54799844	1	h02645	0.235516552
183	Chr01	01_54467121	273.804	54467121	1	h02599	0.143599513
184	Chr01	01_54444350	275.569	54444350	1	h02599	0.055549839
185	Chr01	01_54274958	277.294	54274958	1	h02593	0.186620632
186	Chr01	01_55004097	279.945	55004097	1	h02663	0.305798287
187	Chr01	01_55230261	280.617	55230261	1	h02694	0.253494333
188	Chr01	01_55562439	282.566	55562439	1	h02756	0.147571052
189	Chr01	01_56025102	286.276	56025102	1	h02835	0.076581391
190	Chr01	01_55940816	289.238	55940816	1	h02835	0.243076639
191	Chr01	01_56381121	290.2	56381121	1	h02835	0.556958128
192	Chr01	01_56150132	290.552	56150132	1	h02835	0.49012261
193	Chr01	01_56260301	290.892	56260301	1	h02835	0.405551496
194	Chr01	01_56540370	291.467	56540370	1	h02835	0.271869834
195	Chr01	01_56588647	292.319	56588647	1	h02835	0.101391825
196	Chr01	01_56669890	292.875	56669890	1	h02835	0.098318523
197	Chr01	01_56819520	295.837	56819520	1	h02835	0.027700488
198	Chr01	01_56812335	297.308	56812335	1	h02835	0.097701644
200	Chr02	02_169555	0	169555	2	h03124	0.214644632
201	Chr02	02_309952	0.588	309952	2	h03124	0.459888198
202	Chr02	02_537408	0.922	537408	2	h03124	0.532786682
203	Chr02	02_157840	1.909	157840	2	h03124	0.375746131
204	Chr02	02_797757	3.653	797757	2	h03124	0.2077214
205	Chr02	02_827547	4.267	827547	2	h03124	0.050299674
206	Chr02	02_843536	4.574	843536	2	h03124	0.125724308
207	Chr02	02_1513011	7.932	1513011	2	h03124	0.142205833
208	Chr02	02_1417421	9.056	1417421	2	h03124	0.074711442
209	Chr02	02_1339330	10.269	1339330	2	h03124	0.142787147
210	Chr02	02_1199313	10.902	1199313	2	h03124	0.330995692
211	Chr02	02_1473047	11.523	1473047	2	h03124	0.893507395
212	Chr02	02_1933454	11.865	1933454	2	h03124	0.676748622
213	Chr02	02_1931045	12.196	1931045	2	h03124	0.01685308
214	Chr02	02_1962706	13.394	1962706	2	h03133	0.066436614
215	Chr02	02_2149517	15.149	2149517	2	h03147	0.097024954
216	Chr02	02_2418026	18.214	2418026	2	h03177	0.043862473
217	Chr02	02_2418117	18.972	2418117	2	h03177	0.000674519
218	Chr02	02_2420237	20.697	2420237	2	h03177	0.019510693
219	Chr02	02_2473940	22.118	2473940	2	h03177	0.153999916
220	Chr02	02_3135678	24.567	3135678	2	h03272	0.14757464
221	Chr02	02_3161842	25.616	3161842	2	h03277	0.038517079
222	Chr02	02_3023016	28.281	3023016	2	h03245	0.031054846
223	Chr02	02_3037421	29.719	3037421	2	h03245	0.079157976
224	Chr02	02_3264911	31.253	3264911	2	h03279	0.183182943
225	Chr02	02_3621233	32.887	3621233	2	h03311	0.158276207
226	Chr02	02_3875620	35.47	3875620	2	h03407	0.049243417
227	Chr02	02_3875619	36.045	3875619	2	h03407	0.007346136
228	Chr02	02_3906807	38.168	3906807	2	h03407	0.044653571
229	Chr02	02_4014628	39.613	4014628	2	h03407	0.112628498
230	Chr02	02_4232454	41.059	4232454	2	h03425	0.152565275
231	Chr02	02_4413053	42.228	4413053	2	h03460	0.164137278
232	Chr02	02_4197039	43.471	4197039	2	h03425	0.155683808
233	Chr02	02_4511967	45.76	4511967	2	h03501	0.078482258
234	Chr02	02_4598989	50.25	4598989	2	h03501	0.048695169
235	Chr02	02_4788707	52.682	4788707	2	h03562	0.054633122
236	Chr02	02_4739852	54.245	4739852	2	h03505	0.015821552
237	Chr02	02_4739967	54.543	4739967	2	h03505	0.029468408
238	Chr02	02_4891204	57.126	4891204	2	h03562	0.106694727
239	Chr02	02_5252752	59.461	5252752	2	h03626	0.086835511
240	Chr02	02_5263769	60.046	5263769	2	h03626	0.033016125
241	Chr02	02_5387338	62.664	5387338	2	h03626	0.039756036
242	Chr02	02_5458522	64.867	5458522	2	h03626	0.150445706
243	Chr02	02_6147696	67.433	6147696	2	h03815	0.184606366
244	Chr02	02_5984267	69.057	5984267	2	h03626	0.145171392
245	Chr02	02_7185126	75.387	7185126	2	h03902	0.193459066
246	Chr02	02_8025039	79.646	8025039	2	h04104	0.448787629
247	Chr02	02_8457165	80.263	8457165	2	h04104	0.569868141
248	Chr02	02_7766036	81.836	7766036	2	h03902	0.219689558
249	Chr02	02_7766044	82.713	7766044	2	h03902	0.35441323
250	Chr02	02_7994992	83.036	7994992	2	h03902	0.35444276
251	Chr02	02_7994971	83.344	7994971	2	h03902	0.176371407
252	Chr02	02_8762391	85.52	8762391	2	h04104	0.322472354
253	Chr02	02_9453902	87.886	9453902	2	h04270	0.184629079
254	Chr02	02_9589555	89.648	9589555	2	h04310	0.038495691
255	Chr02	02_9589557	90.254	9589557	2	h04310	0.084375269
256	Chr02	02_9467384	90.978	9467384	2	h04270	0.198110986
257	Chr02	02_9638445	91.73	9638445	2	h04310	0.38598783
258	Chr02	02_9050384	92.81	9050384	2	h04117	0.351282563
259	Chr02	02_11810343	110.271	11810343	2	h04542	0.28049126
260	Chr02	02_10409396	113.748	10409396	2	h04418	0.201516905
261	Chr02	02_10409311	114.484	10409311	2	h04418	0.140095627
262	Chr02	02_11041442	116.741	11041442	2	h04502	0.144601101
263	Chr02	02_11070820	119.96	11070820	2	h04502	0.068221164
264	Chr02	02_11401714	122.559	11401714	2	h04523	0.308852711
265	Chr02	02_13181828	126.189	13181828	2	h04695	0.348013384
266	Chr02	02_12860417	127.752	12860417	2	h04695	0.264752087
267	Chr02	02_12222723	129.721	12222723	2	h04542	0.219751985
268	Chr02	02_12380105	131.082	12380105	2	h04542	0.21073605
269	Chr02	02_14201047	137.036	14201047	2	h04795	0.17859678
270	Chr02	02_14149329	138.043	14149329	2	h04795	0.113321436
271	Chr02	02_14506208	140.079	14506208	2	h04796	0.113885633
272	Chr02	02_14538225	140.689	14538225	2	h04796	0.084366457
273	Chr02	02_14794315	142.892	14794315	2	h04796	0.095154275
274	Chr02	02_15011096	145.819	15011096	2	h04796	0.099926789
275	Chr02	02_15157391	146.982	15157391	2	h04929	0.104545366
276	Chr02	02_15131818	147.289	15131818	2	h04796	0.052726375
277	Chr02	02_15116333	147.988	15116333	2	h04796	0.102676228
278	Chr02	02_14938996	148.956	14938996	2	h04796	0.132229757
279	Chr02	02_15097372	150.905	15097372	2	h04796	0.075256152
280	Chr02	02_15256929	153.209	15256929	2	h04929	0.044096673
281	Chr02	02_15311991	156.116	15311991	2	h04929	0.055813028
282	Chr02	02_15552879	158.715	15552879	2	h04929	0.087577219
283	Chr02	02_15670728	160.144	15670728	2	h04929	2.605371071
284	Chr02	02_22086197	161.395	22086197	2	h05059	4.697315139
285	Chr02	02_27047971	162.558	27047971	2	h05154	7.129720716
286	Chr02	02_20842266	163.179	20842266	2	h05001	6.7380976
287	Chr02	02_19748569	163.493	19748569	2	h05001	6.49951949
288	Chr02	02_26181336	164.169	26181336	2	h05154	9.840146615
289	Chr02	02_22623808	164.519	22623808	2	h05059	11.8150839
290	Chr02	02_27794676	164.903	27794676	2	h05155	8.030464493
291	Chr02	02_28817156	165.297	28817156	2	h05182	4.380525665
292	Chr02	02_33386106	166.038	33386106	2	h05303	3.752777395
293	Chr02	02_34603830	166.947	34603830	2	h05346	3.054012522
294	Chr02	02_27789794	168.376	27789794	2	h05155	2.460939988
295	Chr02	02_27967223	169.532	27967223	2	h05155	5.437739246
296	Chr02	02_31119489	169.826	31119489	2	h05244	6.170843399
297	Chr02	02_29094872	171.076	29094872	2	h05183	2.370966151
298	Chr02	02_34967803	172.957	34967803	2	h05352	2.590529037
299	Chr02	02_35754272	173.339	35754272	2	h05353	2.250017589
300	Chr02	02_34951112	173.668	34951112	2	h05352	2.616515758
301	Chr02	02_36799294	174.33	36799294	2	h05404	2.244691913
302	Chr02	02_38556277	175.365	38556277	2	h05490	1.584765023
303	Chr02	02_36391021	176.836	36391021	2	h05404	0.791361918
304	Chr02	02_36432889	177.214	36432889	2	h05404	3.145149195
305	Chr02	02_25847343	178.927	25847343	2	h05079	4.560805322
306	Chr02	02_21999110	180.235	21999110	2	h05059	4.784882168
307	Chr02	02_16736724	181.029	16736724	2	h04930	3.523749638
308	Chr02	02_15509622	183.952	15509622	2	h04929	0.229949578
309	Chr02	02_15693475	188.538	15693475	2	h04929	3.881228349
310	Chr02	02_26203616	189.899	26203616	2	h05154	3.919902943
311	Chr02	02_26334091	191.01	26334091	2	h05154	0.189367866
312	Chr02	02_26133154	191.779	26133154	2	h05154	1.266975086
313	Chr02	02_28817158	192.96	28817158	2	h05182	4.712486416
314	Chr02	02_33859543	193.665	33859543	2	h05303	5.276826241
315	Chr02	02_32726899	193.998	32726899	2	h05302	2.349762821
316	Chr02	02_33165688	194.336	33165688	2	h05302	2.723116654
317	Chr02	02_37313729	195.336	37313729	2	h05423	2.514166613
318	Chr02	02_37970427	196.082	37970427	2	h05460	0.577610892
319	Chr02	02_38766623	198.978	38766623	2	h05490	0.161692084
320	Chr02	02_38903265	201.798	38903265	2	h05657	0.026458373
321	Chr02	02_38894073	203.858	38894073	2	h05657	0.007171503
322	Chr02	02_38905436	205.008	38905436	2	h05657	0.032028199
323	Chr02	02_39000189	206.757	39000189	2	h05657	0.088464392
324	Chr02	02_39198190	208.37	39198190	2	h05657	0.069604073
325	Chr02	02_39254367	211.784	39254367	2	h05657	0.050809021
326	Chr02	02_39512752	214.818	39512752	2	h05657	0.120964475
327	Chr02	02_39639262	215.625	39639262	2	h05658	0.138250332
328	Chr02	02_39967575	218.367	39967575	2	h05658	0.073681096
329	Chr02	02_40055126	221.536	40055126	2	h05658	0.022300185
330	Chr02	02_40114311	225.023	40114311	2	h05658	0.015642331
331	Chr02	02_40130569	226.159	40130569	2	h05856	0.105197294
332	Chr02	02_40934117	230.257	40934117	2	h05923	0.098069366
333	Chr02	02_40933954	233.18	40933954	2	h05923	0.249748249
334	Chr02	02_48425565	248.18	48425565	2	h06801	0.283891062
335	Chr02	02_48470807	248.842	48470807	2	h06801	0.096839347
336	Chr02	02_48176139	251.193	48176139	2	h06765	0.100191554
337	Chr02	02_47991001	253.66	47991001	2	h06731	0.130817708
339	Chr03	03_660680	0	660680	3	h06907	0.109774929
340	Chr03	03_601813	1.786	601813	3	h06907	0.032732893
341	Chr03	03_493277	5.125	493277	3	h06907	0.018947621
342	Chr03	03_501022	6.562	501022	3	h06907	0.039279696
343	Chr03	03_327683	8.931	327683	3	h06883	0.03874212
344	Chr03	03_314515	11.983	314515	3	h06882	0.015321794
345	Chr03	03_214333	15.788	214333	3	h06840	0.05232672
346	Chr03	03_1389199	30.788	1389199	3	h07131	0.065549501
347	Chr03	03_1485196	32.607	1485196	3	h07131	0.08096065
348	Chr03	03_2000805	37.331	2000805	3	h07131	0.095074341
349	Chr03	03_2286499	40.858	2286499	3	h07131	0.180058403
350	Chr03	03_2972005	43.314	2972005	3	h07281	0.139606361
351	Chr03	03_2972033	43.6	2972033	3	h07281	0.109399576
352	Chr03	03_3444209	45.759	3444209	3	h07379	0.267591401
353	Chr03	03_3109688	46.816	3109688	3	h07348	0.158900732
354	Chr03	03_3121620	55.856	3121620	3	h07348	0.220643404
355	Chr03	03_3826007	57.457	3826007	3	h07477	0.409530723
356	Chr03	03_5113033	60.852	5113033	3	h07804	0.190637504
357	Chr03	03_5115510	61.988	5115510	3	h07804	0.289937073
358	Chr03	03_3989585	63.937	3989585	3	h07478	0.461290534
359	Chr03	03_4700053	65.997	4700053	3	h07531	0.172445654
360	Chr03	03_4700045	68.033	4700045	3	h07531	3.40E-05
361	Chr03	03_4700063	68.314	4700063	3	h07531	0.089578723
362	Chr03	03_5290713	71.612	5290713	3	h07804	0.162630955
363	Chr03	03_5553524	73.41	5553524	3	h07804	0.143681275
364	Chr03	03_5818404	75.286	5818404	3	h07804	0.507177555
365	Chr03	03_7693954	77.434	7693954	3	h07881	1.332530244
366	Chr03	03_10116602	78.786	10116602	3	h07935	2.271798647
367	Chr03	03_9205790	79.117	9205790	3	h07934	2.611151716
368	Chr03	03_7602367	79.766	7602367	3	h07881	4.541615757
369	Chr03	03_15292851	80.929	15292851	3	h08055	5.982209745
370	Chr03	03_11327172	81.67	11327172	3	h07935	5.297365794
371	Chr03	03_14797997	82.332	14797997	3	h08055	4.214982735
372	Chr03	03_8168980	84.412	8168980	3	h07910	3.565436193
373	Chr03	03_18777923	87.102	18777923	3	h08152	4.647536188
374	Chr03	03_10847404	88.584	10847404	3	h07935	3.780157844
375	Chr03	03_8545534	89.626	8545534	3	h07911	2.106138562
376	Chr03	03_11271874	90.987	11271874	3	h07935	8.962045033
377	Chr03	03_16430246	91.311	16430246	3	h08106	11.56697242
378	Chr03	03_26521294	92.71	26521294	3	h08390	3.67063666
379	Chr03	03_27308368	98.848	27308368	3	h08390	0.700983525
380	Chr03	03_28942573	100.131	28942573	3	h08390	1.284578394
381	Chr03	03_29794959	100.789	29794959	3	h08408	2.011421207
382	Chr03	03_28892182	101.12	28892182	3	h08390	1.977991713
383	Chr03	03_27307339	102.41	27307339	3	h08390	6.768634633
384	Chr03	03_19614396	103.035	19614396	3	h08189	7.868052987
385	Chr03	03_21797648	103.672	21797648	3	h08189	2.298292204
386	Chr03	03_20973371	104.377	20973371	3	h08189	2.846161047
387	Chr03	03_22750963	104.77	22750963	3	h08189	2.43826368
388	Chr03	03_23033677	105.57	23033677	3	h08189	0.293970412
389	Chr03	03_22795845	106.584	22795845	3	h08189	0.1173292
390	Chr03	03_22795774	107.229	22795774	3	h08189	1.485348194
391	Chr03	03_21797657	107.565	21797657	3	h08189	2.825512867
392	Chr03	03_19186909	108.539	19186909	3	h08179	4.941556049
393	Chr03	03_21585399	108.872	21585399	3	h08189	3.634585048
394	Chr03	03_21559598	109.26	21559598	3	h08189	0.513629357
395	Chr03	03_22750942	110.5	22750942	3	h08189	2.514453693
396	Chr03	03_19520834	111.294	19520834	3	h08179	5.451133849
397	Chr03	03_24297885	111.993	24297885	3	h08189	6.894668104
398	Chr03	03_19630936	112.664	19630936	3	h08189	14.69182347
399	Chr03	03_26426751	112.967	26426751	3	h08390	15.28558883
400	Chr03	03_18593430	113.929	18593430	3	h08152	7.384221063
401	Chr03	03_25848568	115.024	25848568	3	h08390	3.817199733
402	Chr03	03_26530451	115.7	26530451	3	h08390	0.508444018
403	Chr03	03_26535264	116.288	26535264	3	h08390	4.998054937
404	Chr03	03_20053101	116.937	20053101	3	h08189	9.580745952
405	Chr03	03_29171627	117.931	29171627	3	h08390	4.911768404
406	Chr03	03_28767996	118.552	28767996	3	h08390	0.639155204
407	Chr03	03_29969384	120.464	29969384	3	h08412	0.622797179
408	Chr03	03_30383561	121.135	30383561	3	h08412	0.882577362
409	Chr03	03_29964577	121.5	29964577	3	h08412	0.928620355
410	Chr03	03_30200787	121.833	30200787	3	h08412	0.716313018
411	Chr03	03_30831493	122.705	30831493	3	h08443	1.691576211
412	Chr03	03_31584235	122.988	31584235	3	h08448	1.591194903
413	Chr03	03_32039876	123.86	32039876	3	h08476	0.397459203
414	Chr03	03_31588791	125.516	31588791	3	h08448	0.136740935
415	Chr03	03_31587350	126.841	31587350	3	h08448	0.000716851
416	Chr03	03_31587449	127.127	31587449	3	h08448	1.670045136
417	Chr03	03_30451936	127.467	30451936	3	h08412	2.253468725
418	Chr03	03_31852568	128.667	31852568	3	h08448	0.73096977
419	Chr03	03_31425186	130.117	31425186	3	h08448	0.574928977
420	Chr03	03_31723620	130.466	31723620	3	h08448	0.767399389
421	Chr03	03_32446807	131.53	32446807	3	h08476	0.359688613
422	Chr03	03_32396202	132.805	32396202	3	h08476	0.18643608
423	Chr03	03_32810014	134.047	32810014	3	h08497	0.266339058
424	Chr03	03_33198832	135.996	33198832	3	h08540	0.195671999
425	Chr03	03_32570914	139.269	32570914	3	h08476	0.199038455
426	Chr03	03_32905830	140.893	32905830	3	h08498	0.841908228
